RowId,YearStart,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Class,Topic,Question,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationId,GeoLocation
HCUP~2016~59~HC100~OVR01~AgeStdz,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Million Hearts Cardiovascular event rates among US adults (18+); HCUP/NVSS,Age-Standardized,"Rate per 100,000",1085.9,1085.9,,,1065.5,1106.4,Overall,Overall,C1,T1,HC100,AgeStdz,BOC01,OVR01,59,
HCUP~2019~59~HC201~OVR01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1374.3,1374.3,,,1340.5,1408.1,Overall,Overall,C1,T2,HC201,Crude,BOC01,OVR01,59,
HCUP~2019~59~HC201~AGE01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",42.9,42.9,,,40.7,45.2,Age,18-24,C1,T2,HC201,Crude,BOC03,AGE01,59,
HCUP~2019~59~HC201~AGE04~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",208.9,208.9,,,202.7,215.1,Age,25-44,C1,T2,HC201,Crude,BOC03,AGE04,59,
HCUP~2019~59~HC201~AGE05~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1231.9,1231.9,,,1199.5,1264.3,Age,45-64,C1,T2,HC201,Crude,BOC03,AGE05,59,
HCUP~2019~59~HC201~AGE06~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",4226.5,4226.5,,,4118.9,4334.1,Age,65+,C1,T2,HC201,Crude,BOC03,AGE06,59,
HCUP~2019~59~HC201~AGE07~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1923.3,1923.3,,,1875.9,1970.8,Age,35+,C1,T2,HC201,Crude,BOC03,AGE07,59,
HCUP~2019~59~HC201~AGE08~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",6097.9,6097.9,,,5942.2,6253.7,Age,75+,C1,T2,HC201,Crude,BOC03,AGE08,59,
HCUP~2019~59~HC201~GEN01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1403.4,1403.4,,,1364.9,1441.8,Gender,Male,C1,T2,HC201,AgeStdz,BOC02,GEN01,59,
HCUP~2019~59~HC201~GEN02~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",937.3,937.3,,,913.6,961.0,Gender,Female,C1,T2,HC201,AgeStdz,BOC02,GEN02,59,
HCUP~2016~59~HC203~OVR01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.2,2.2,,,2.1,2.3,Overall,Overall,C1,T2,HC203,AgeStdz,BOC01,OVR01,59,
HCUP~2016~59~HC203~OVR01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.0,3.0,,,2.9,3.0,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
HCUP~2016~59~HC203~AGE01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.5,2.5,,,1.9,3.0,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
HCUP~2016~59~HC203~AGE04~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),1.7,1.7,,,1.6,1.9,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
HCUP~2016~59~HC203~AGE05~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.0,2.0,,,2.0,2.1,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
HCUP~2016~59~HC203~AGE06~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.5,3.5,,,3.5,3.6,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
HCUP~2016~59~HC203~AGE07~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.0,3.0,,,2.9,3.1,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
HCUP~2016~59~HC203~AGE08~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),4.1,4.1,,,4.0,4.2,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
HCUP~2016~59~HC203~GEN01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.2,2.2,,,2.1,2.3,Gender,Male,C1,T2,HC203,AgeStdz,BOC02,GEN01,59,
HCUP~2016~59~HC203~GEN02~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.3,2.3,,,2.2,2.4,Gender,Female,C1,T2,HC203,AgeStdz,BOC02,GEN02,59,
HCUP~2017~59~HC203~OVR01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.2,2.2,,,2.1,2.3,Overall,Overall,C1,T2,HC203,AgeStdz,BOC01,OVR01,59,
HCUP~2017~59~HC203~OVR01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.0,3.0,,,3.0,3.1,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
HCUP~2017~59~HC203~AGE01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),1.5,1.5,,,1.0,1.9,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
HCUP~2017~59~HC203~AGE04~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),1.7,1.7,,,1.6,1.9,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
HCUP~2017~59~HC203~AGE05~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.0,2.0,,,2.0,2.1,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
HCUP~2017~59~HC203~AGE06~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.6,3.6,,,3.5,3.7,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
HCUP~2017~59~HC203~AGE07~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.0,3.0,,,3.0,3.1,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
HCUP~2017~59~HC203~AGE08~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),4.1,4.1,,,4.0,4.2,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
HCUP~2017~59~HC203~GEN01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.3,2.3,,,2.1,2.4,Gender,Male,C1,T2,HC203,AgeStdz,BOC02,GEN01,59,
HCUP~2017~59~HC203~GEN02~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.2,2.2,,,2.0,2.3,Gender,Female,C1,T2,HC203,AgeStdz,BOC02,GEN02,59,
HCUP~2018~59~HC203~OVR01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.2,2.2,,,2.1,2.3,Overall,Overall,C1,T2,HC203,AgeStdz,BOC01,OVR01,59,
HCUP~2018~59~HC203~OVR01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.9,2.9,,,2.9,3.0,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
HCUP~2018~59~HC203~AGE01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.2,2.2,,,1.7,2.8,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
HCUP~2018~59~HC203~AGE04~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),1.8,1.8,,,1.7,2.0,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
HCUP~2018~59~HC203~AGE05~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.0,2.0,,,2.0,2.1,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
HCUP~2018~59~HC203~AGE06~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.5,3.5,,,3.4,3.5,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
HCUP~2018~59~HC203~AGE07~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.0,3.0,,,2.9,3.0,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
HCUP~2018~59~HC203~AGE08~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),4.0,4.0,,,3.9,4.0,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
HCUP~2018~59~HC203~GEN01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.2,2.2,,,2.1,2.3,Gender,Male,C1,T2,HC203,AgeStdz,BOC02,GEN01,59,
HCUP~2018~59~HC203~GEN02~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.3,2.3,,,2.2,2.5,Gender,Female,C1,T2,HC203,AgeStdz,BOC02,GEN02,59,
HCUP~2019~59~HC203~OVR01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.1,2.1,,,2.1,2.2,Overall,Overall,C1,T2,HC203,AgeStdz,BOC01,OVR01,59,
HCUP~2019~59~HC203~OVR01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.9,2.9,,,2.8,2.9,Overall,Overall,C1,T2,HC203,Crude,BOC01,OVR01,59,
HCUP~2019~59~HC203~AGE01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.1,2.1,,,1.6,2.7,Age,18-24,C1,T2,HC203,Crude,BOC03,AGE01,59,
HCUP~2019~59~HC203~AGE04~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),1.7,1.7,,,1.6,1.9,Age,25-44,C1,T2,HC203,Crude,BOC03,AGE04,59,
HCUP~2019~59~HC203~AGE05~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.0,2.0,,,2.0,2.1,Age,45-64,C1,T2,HC203,Crude,BOC03,AGE05,59,
HCUP~2019~59~HC203~AGE06~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.3,3.3,,,3.3,3.4,Age,65+,C1,T2,HC203,Crude,BOC03,AGE06,59,
HCUP~2019~59~HC203~AGE07~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),2.9,2.9,,,2.8,2.9,Age,35+,C1,T2,HC203,Crude,BOC03,AGE07,59,
HCUP~2019~59~HC203~AGE08~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Crude,Percent (%),3.7,3.7,,,3.7,3.8,Age,75+,C1,T2,HC203,Crude,BOC03,AGE08,59,
HCUP~2019~59~HC203~GEN01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.1,2.1,,,2.0,2.2,Gender,Male,C1,T2,HC203,AgeStdz,BOC02,GEN01,59,
HCUP~2019~59~HC203~GEN02~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),"Prevalence of in-hospital mortality among diseases of the heart (heart disease) hospitalizations, US adults (18+); HCUP-",Age-Standardized,Percent (%),2.2,2.2,,,2.1,2.3,Gender,Female,C1,T2,HC203,AgeStdz,BOC02,GEN02,59,
HCUP~2016~59~HC301~OVR01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",369.5,369.5,,,358.1,381.0,Overall,Overall,C1,T4,HC301,AgeStdz,BOC01,OVR01,59,
HCUP~2016~59~HC301~OVR01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",418.5,418.5,,,406.0,431.0,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
HCUP~2016~59~HC301~AGE01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",2.2,2.2,,,1.8,2.6,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
HCUP~2016~59~HC301~AGE04~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",56.0,56.0,,,53.9,58.0,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
HCUP~2016~59~HC301~AGE05~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",484.1,484.1,,,469.1,499.0,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
HCUP~2016~59~HC301~AGE06~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1193.7,1193.7,,,1157.0,1230.3,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
HCUP~2016~59~HC301~AGE07~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",596.0,596.0,,,578.1,613.8,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
HCUP~2016~59~HC301~AGE08~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1450.2,1450.2,,,1406.0,1494.4,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
HCUP~2016~59~HC301~GEN01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",506.7,506.7,,,490.3,523.2,Gender,Male,C1,T4,HC301,AgeStdz,BOC02,GEN01,59,
HCUP~2016~59~HC301~GEN02~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",247.9,247.9,,,240.1,255.7,Gender,Female,C1,T4,HC301,AgeStdz,BOC02,GEN02,59,
HCUP~2017~59~HC301~OVR01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",360.2,360.2,,,348.9,371.5,Overall,Overall,C1,T4,HC301,AgeStdz,BOC01,OVR01,59,
HCUP~2017~59~HC301~OVR01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",411.7,411.7,,,399.3,424.2,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
HCUP~2017~59~HC301~AGE01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",2.4,2.4,,,2.0,2.8,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
HCUP~2017~59~HC301~AGE04~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",53.5,53.5,,,51.5,55.4,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
HCUP~2017~59~HC301~AGE05~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",476.9,476.9,,,462.0,491.8,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
HCUP~2017~59~HC301~AGE06~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1157.4,1157.4,,,1121.3,1193.6,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
HCUP~2017~59~HC301~AGE07~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",585.2,585.2,,,567.4,602.9,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
HCUP~2017~59~HC301~AGE08~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1393.0,1393.0,,,1349.7,1436.3,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
HCUP~2017~59~HC301~GEN01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",493.8,493.8,,,477.6,510.0,Gender,Male,C1,T4,HC301,AgeStdz,BOC02,GEN01,59,
HCUP~2017~59~HC301~GEN02~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",241.6,241.6,,,233.9,249.4,Gender,Female,C1,T4,HC301,AgeStdz,BOC02,GEN02,59,
HCUP~2018~59~HC301~OVR01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",348.5,348.5,,,337.5,359.5,Overall,Overall,C1,T4,HC301,AgeStdz,BOC01,OVR01,59,
HCUP~2018~59~HC301~OVR01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",401.8,401.8,,,389.5,414.1,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
HCUP~2018~59~HC301~AGE01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",2.2,2.2,,,1.9,2.6,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
HCUP~2018~59~HC301~AGE04~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",51.6,51.6,,,49.6,53.5,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
HCUP~2018~59~HC301~AGE05~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",467.2,467.2,,,452.6,481.8,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
HCUP~2018~59~HC301~AGE06~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1110.2,1110.2,,,1075.2,1145.3,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
HCUP~2018~59~HC301~AGE07~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Coronary Heart Disease,Coronary heart disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",569.9,569.9,,,552.5,587.4,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
